"V1","text"
"while Uncle Vernon maintained that “he didn’t want some swotty","book 2"
"little nancy boy for a son anyway.” They also skated over the accusations","book 2"
"of bullying in the report — “He’s a boisterous little boy, but","book 2"
"he wouldn’t hurt a fly!” Aunt Petunia had said tearfully.","book 2"
"However, at the bottom of the report there were a few wellchosen","book 2"
"comments from the school nurse that not even Uncle Vernon","book 2"
"and Aunt Petunia could explain away. No matter how much","book 2"
"Aunt Petunia wailed that Dudley was big-boned, and that his","book 2"
"poundage was really puppy fat, and that he was a growing boy who","book 2"
"needed plenty of food, the fact remained that the school outfitters","book 2"
"didn’t stock knickerbockers big enough for him anymore. The","book 2"
"school nurse had seen what Aunt Petunia’s eyes — so sharp when it","book 2"
"came to spotting fingerprints on her gleaming walls, and in observing","book 2"
"the comings and goings of the neighbors — simply refused","book 2"
"to see: that far from needing extra nourishment, Dudley had","book 2"
"reached roughly the size and weight of a young killer whale.","book 2"
"So — after many tantrums, after arguments that shook Harry’s","book 2"
"bedroom floor, and many tears from Aunt Petunia — the new","book 2"
"regime had begun. The diet sheet that had been sent by the Smeltings","book 2"
"school nurse had been taped to the fridge, which had been","book 2"
"emptied of all Dudley’s favorite things — fizzy drinks and cakes,","book 2"
"chocolate bars and burgers — and filled instead with fruit and vegetables","book 2"
"and the sorts of things that Uncle Vernon called “rabbit","book 2"
"food.” To make Dudley feel better about it all, Aunt Petunia had","book 2"
"insisted that the whole family follow the diet too. She now passed","book 2"
"a grapefruit quarter to Harry. He noticed that it was a lot smaller","book 2"
"than Dudley’s. Aunt Petunia seemed to feel that the best way to","book 2"
"keep up Dudley’s morale was to make sure that he did, at least, get","book 2"
"more to eat than Harry.","book 2"
"But Aunt Petunia didn’t know what was hidden under the loose","book 2"
"floorboard upstairs. She had no idea that Harry was not following","book 2"
"the diet at all. The moment he had got wind of the fact that he was","book 2"
"expected to survive the summer on carrot sticks, Harry had sent","book 2"
"Hedwig to his friends with pleas for help, and they had risen to the","book 2"
"occasion magnificently. Hedwig had returned from Hermione’s","book 2"
"house with a large box stuffed full of sugar-free snacks. (Hermione’s","book 2"
"parents were dentists.) Hagrid, the Hogwarts gamekeeper, had","book 2"
"obliged with a sack full of his own homemade rock cakes. (Harry","book 2"
"hadn’t touched these; he had had too much experience of Hagrid’s","book 2"
"cooking.) Mrs. Weasley, however, had sent the family owl, Errol,","book 2"
"with an enormous fruitcake and assorted meat pies. Poor Errol, who","book 2"
"was elderly and feeble, had needed a full five days to recover from","book 2"
"the journey. And then on Harry’s birthday (which the Dursleys had","book 2"
"completely ignored) he had received four superb birthday cakes,","book 2"
"one each from Ron, Hermione, Hagrid, and Sirius. Harry still had","book 2"
"two of them left, and so, looking forward to a real breakfast when he","book 2"
"got back upstairs, he ate his grapefruit without complaint.","book 2"
"Uncle Vernon laid aside his paper with a deep sniff of disapproval","book 2"
"and looked down at his own grapefruit quarter.","book 2"
"“Is this it?” he said grumpily to Aunt Petunia.","book 2"
"Aunt Petunia gave him a severe look, and then nodded pointedly","book 2"
"at Dudley, who had already finished his own grapefruit quarter and","book 2"
"was eyeing Harry’s with a very sour look in his piggy little eyes.","book 2"
"Uncle Vernon gave a great sigh, which ruffled his large, bushy","book 2"
"mustache, and picked up his spoon.","book 2"
"The doorbell rang. Uncle Vernon heaved himself out of his chair","book 2"
"and set off down the hall. Quick as a flash, while his mother was","book 2"
"occupied with the kettle, Dudley stole the rest of Uncle Vernon’s","book 2"
"grapefruit.","book 2"
"Harry heard talking at the door, and someone laughing, and","book 2"
"Uncle Vernon answering curtly. Then the front door closed, and","book 2"
"the sound of ripping paper came from the hall.","book 2"
"Aunt Petunia set the teapot down on the table and looked curiously","book 2"
"around to see where Uncle Vernon had got to. She didn’t have","book 2"
"to wait long to find out; after about a minute, he was back. He","book 2"
"looked livid.","book 2"
"“You,” he barked at Harry. “In the living room. Now.”","book 2"
"Bewildered, wondering what on earth he was supposed to have","book 2"
"done this time, Harry got up and followed Uncle Vernon out of the","book 2"
"kitchen and into the next room. Uncle Vernon closed the door","book 2"
"sharply behind both of them.","book 2"
"“So,” he said, marching over to the fireplace and turning to face","book 2"
"Harry as though he were about to pronounce him under arrest.","book 2"
"“So.”","book 2"
"Harry would have dearly loved to have said, “So what?” but he","book 2"
"didn’t feel that Uncle Vernon’s temper should be tested this early in","book 2"
"the morning, especially when it was already under severe strain","book 2"
"from lack of food. He therefore settled for looking politely puzzled.","book 2"
"“This just arrived,” said Uncle Vernon. He brandished a piece of","book 2"
"purple writing paper at Harry. “A letter. About you.”","book 2"
"Harry’s confusion increased. Who would be writing to Uncle","book 2"
"Vernon about him? Who did he know who sent letters by the","book 2"
"postman?","book 2"
"Uncle Vernon glared at Harry, then looked down at the letter","book 2"
"and began to read aloud:","book 2"
"Dear Mr. and Mrs. Dursley,","book 2"
"We have never been introduced, but I am sure you have","book 2"
"heard a great deal from Harry about my son Ron.","book 2"
"As Harry might have told you, the final of the Quidditch","book 2"
"World Cup takes place this Monday night, and my husband,","book 2"
"Arthur, has just managed to get prime tickets through his connections","book 2"
"at the Department of Magical Games and Sports.","book 2"
"I do hope you will allow us to take Harry to the match, as","book 2"
"this really is a once-in-a-lifetime opportunity; Britain hasn’t","book 2"
"hosted the cup for thirty years, and tickets are extremely hard","book 2"
"to come by. We would of course be glad to have Harry stay for","book 2"
"the remainder of the summer holidays, and to see him safely","book 2"
"onto the train back to school.","book 2"
"It would be best for Harry to send us your answer as quickly","book 2"
"as possible in the normal way, because the Muggle postman has","book 2"
"never delivered to our house, and I am not sure he even knows","book 2"
"where it is.","book 2"
"Hoping to see Harry soon,","book 2"
"Yours sincerely,","book 2"
"P.S. I do hope we’ve put enough stamps on.","book 2"
"Uncle Vernon finished reading, put his hand back into his breast","book 2"
"pocket, and drew out something else.","book 2"
"“Look at this,” he growled.","book 2"
"He held up the envelope in which Mrs. Weasley’s letter had","book 2"
"come, and Harry had to fight down a laugh. Every bit of it was","book 2"
"covered in stamps except for a square inch on the front, into","book 2"
"which Mrs. Weasley had squeezed the Dursleys’ address in minute","book 2"
"writing.","book 2"
"“She did put enough stamps on, then,” said Harry, trying to","book 2"
"sound as though Mrs. Weasley’s was a mistake anyone could make.","book 2"
"His uncle’s eyes flashed.","book 2"
"“The postman noticed,” he said through gritted teeth. “Very interested","book 2"
"to know where this letter came from, he was. That’s why he","book 2"
"rang the doorbell. Seemed to think it was funny.”","book 2"
"Harry didn’t say anything. Other people might not understand","book 2"
"why Uncle Vernon was making a fuss about too many stamps, but","book 2"
"Harry had lived with the Dursleys too long not to know how","book 2"
"touchy they were about anything even slightly out of the ordinary.","book 2"
"Their worst fear was that someone would find out that they were","book 2"
"connected (however distantly) with people like Mrs. Weasley.","book 2"
"Uncle Vernon was still glaring at Harry, who tried to keep his expression","book 2"
"neutral. If he didn’t do or say anything stupid, he might","book 2"
"just be in for the treat of a lifetime. He waited for Uncle Vernon to","book 2"
"say something, but he merely continued to glare. Harry decided to","book 2"
"break the silence.","book 2"
"“So — can I go then?” he asked.","book 2"
"A slight spasm crossed Uncle Vernon’s large purple face. The","book 2"
"mustache bristled. Harry thought he knew what was going on behind","book 2"
"the mustache: a furious battle as two of Uncle Vernon’s most","book 2"
"fundamental instincts came into conflict. Allowing Harry to go","book 2"
"would make Harry happy, something Uncle Vernon had struggled","book 2"
"against for thirteen years. On the other hand, allowing Harry to","book 2"
"disappear to the Weasleys’ for the rest of the summer would get rid","book 2"
"of him two weeks earlier than anyone could have hoped, and","book 2"
"Uncle Vernon hated having Harry in the house. To give himself","book 2"
"thinking time, it seemed, he looked down at Mrs. Weasley’s letter","book 2"
"again.","book 2"
"“Who is this woman?” he said, staring at the signature with","book 2"
"distaste.","book 2"
"“You’ve seen her,” said Harry. “She’s my friend Ron’s mother, she","book 2"
"was meeting him off the Hog — off the school train at the end of","book 2"
"last term.”","book 2"
"He had almost said “Hogwarts Express,” and that was a sure way","book 2"
"to get his uncle’s temper up. Nobody ever mentioned the name of","book 2"
"Harry’s school aloud in the Dursley household.","book 2"
"Uncle Vernon screwed up his enormous face as though trying to","book 2"
"remember something very unpleasant.","book 2"
"“Dumpy sort of woman?” he growled finally. “Load of children","book 2"
"with red hair?”","book 2"
"Harry frowned. He thought it was a bit rich of Uncle Vernon to","book 2"
"call anyone “dumpy,” when his own son, Dudley, had finally","book 2"
"achieved what he’d been threatening to do since the age of three,","book 2"
"and become wider than he was tall.","book 2"
"Uncle Vernon was perusing the letter again.","book 2"
"“Quidditch,” he muttered under his breath. “Quidditch — what","book 2"
"is this rubbish?”","book 2"
"Harry felt a second stab of annoyance.","book 2"
"“It’s a sport,” he said shortly. “Played on broom —”","book 2"
"“All right, all right!” said Uncle Vernon loudly. Harry saw, with","book 2"
"some satisfaction, that his uncle looked vaguely panicky. Apparently","book 2"
"his nerves couldn’t stand the sound of the word “broomsticks”","book 2"
"in his living room. He took refuge in perusing the letter","book 2"
"again. Harry saw his lips form the words “send us your answer . . .","book 2"
"in the normal way.” He scowled.","book 2"
"“What does she mean, ‘the normal way’?” he spat.","book 2"
"“Normal for us,” said Harry, and before his uncle could stop","book 2"
"him, he added, “you know, owl post. That’s what’s normal for","book 2"
"wizards.”","book 2"
"Uncle Vernon looked as outraged as if Harry had just uttered a","book 2"
"disgusting swear word. Shaking with anger, he shot a nervous look","book 2"
"through the window, as though expecting to see some of the neighbors","book 2"
"with their ears pressed against the glass.","book 2"
"“How many times do I have to tell you not to mention that unnaturalness","book 2"
"under my roof?” he hissed, his face now a rich plum","book 2"
"color. “You stand there, in the clothes Petunia and I have put on","book 2"
"your ungrateful back —”","book 2"
"“Only after Dudley finished with them,” said Harry coldly, and","book 2"
"indeed, he was dressed in a sweatshirt so large for him that he had","book 2"
"had to roll back the sleeves five times so as to be able to use his","book 2"
"hands, and which fell past the knees of his extremely baggy jeans.","book 2"
"“I will not be spoken to like that!” said Uncle Vernon, trembling","book 2"
"with rage.","book 2"
"But Harry wasn’t going to stand for this. Gone were the days","book 2"
"when he had been forced to take every single one of the Dursleys’","book 2"
"stupid rules. He wasn’t following Dudley’s diet, and he wasn’t going","book 2"
"to let Uncle Vernon stop him from going to the Quidditch World","book 2"
"Cup, not if he could help it. Harry took a deep, steadying breath","book 2"
"and then said, “Okay, I can’t see the World Cup. Can I go now,","book 2"
"then? Only I’ve got a letter to Sirius I want to finish. You know —","book 2"
"my godfather.”","book 2"
"He had done it. He had said the magic words. Now he watched","book 2"
"the purple recede blotchily from Uncle Vernon’s face, making it","book 2"
"look like badly mixed black currant ice cream.","book 2"
"“You’re — you’re writing to him, are you?” said Uncle Vernon,","book 2"
"in a would-be calm voice — but Harry had seen the pupils of his","book 2"
"tiny eyes contract with sudden fear.","book 2"
"“Well — yeah,” said Harry, casually. “It’s been a while since he","book 2"
"heard from me, and, you know, if he doesn’t, he might start thinking","book 2"
"something’s wrong.”","book 2"
"He stopped there to enjoy the effect of these words. He could almost","book 2"
"see the cogs working under Uncle Vernon’s thick, dark, neatly","book 2"
"parted hair. If he tried to stop Harry writing to Sirius, Sirius would","book 2"
"think Harry was being mistreated. If he told Harry he couldn’t go","book 2"
"to the Quidditch World Cup, Harry would write and tell Sirius,","book 2"
"who would know Harry was being mistreated. There was only one","book 2"
"thing for Uncle Vernon to do. Harry could see the conclusion","book 2"
"forming in his uncle’s mind as though the great mustached face","book 2"
"were transparent. Harry tried not to smile, to keep his own face as","book 2"
"blank as possible. And then —","book 2"
"“Well, all right then. You can go to this ruddy . . . this stupid . . .","book 2"
"this World Cup thing. You write and tell these — these Weasleys","book 2"
"they’re to pick you up, mind. I haven’t got time to go dropping you","book 2"
"off all over the country. And you can spend the rest of the summer","book 2"
"there. And you can tell your — your godfather . . . tell him . . . tell","book 2"
"him you’re going.”","book 2"
"“Okay then,” said Harry brightly.","book 2"
"He turned and walked toward the living room door, fighting the","book 2"
"urge to jump into the air and whoop. He was going . . . he was","book 2"
"going to the Weasleys’, he was going to watch the Quidditch World","book 2"
"Cup!","book 2"
"Outside in the hall he nearly ran into Dudley, who had been","book 2"
"lurking behind the door, clearly hoping to overhear Harry being","book 2"
"told off. He looked shocked to see the broad grin on Harry’s","book 2"
"face.","book 2"
"“That was an excellent breakfast, wasn’t it?” said Harry. “I feel","book 2"
"really full, don’t you?”","book 2"
"Laughing at the astonished look on Dudley’s face, Harry took","book 2"
"the stairs three at a time, and hurled himself back into his","book 2"
"bedroom.","book 2"
"The first thing he saw was that Hedwig was back. She was sitting","book 2"
"in her cage, staring at Harry with her enormous amber eyes, and","book 2"
"clicking her beak in the way that meant she was annoyed about","book 2"
"something. Exactly what was annoying her became apparent almost","book 2"
"at once.","book 2"
"“OUCH!” said Harry as what appeared to be a small, gray,","book 2"
"feathery tennis ball collided with the side of his head. Harry massaged","book 2"
"the spot furiously, looking up to see what had hit him, and","book 2"
"saw a minute owl, small enough to fit into the palm of his hand,","book 2"
"whizzing excitedly around the room like a loose firework. Harry","book 2"
"then realized that the owl had dropped a letter at his feet. Harry","book 2"
"bent down, recognized Ron’s handwriting, then tore open the envelope.","book 2"
"Inside was a hastily scribbled note.","book 2"
"Harry — DAD GOT THE TICKETS — Ireland versus","book 2"
"Bulgaria, Monday night. Mum’s writing to the Muggles to ask","book 2"
"you to stay. They might already have the letter, I don’t know","book 2"
"how fast Muggle post is. Thought I’d send this with Pig","book 2"
"anyway.","book 2"
"Harry stared at the word “Pig,” then looked up at the tiny owl","book 2"
"now zooming around the light fixture on the ceiling. He had never","book 2"
"seen anything that looked less like a pig. Maybe he couldn’t read","book 2"
"Ron’s writing. He went back to the letter:","book 2"
"We’re coming for you whether the Muggles like it or not, you","book 2"
"can’t miss the World Cup, only Mum and Dad reckon it’s better","book 2"
"if we pretend to ask their permission first. If they say yes, send","book 2"
"Pig back with your answer pronto, and we’ll come and get you","book 2"
"at five o’clock on Sunday. If they say no, send Pig back pronto","book 2"
"and we’ll come and get you at five o’clock on Sunday anyway.","book 2"
"Hermione’s arriving this afternoon. Percy’s started work —","book 2"
"the Department of International Magical Cooperation. Don’t","book 2"
"mention anything about Abroad while you’re here unless you","book 2"
"want the pants bored off you.","book 2"
"See you soon —","book 2"
"“Calm down!” Harry said as the small owl flew low over his","book 2"
"head, twittering madly with what Harry could only assume was","book 2"
"pride at having delivered the letter to the right person. “Come here,","book 2"
"I need you to take my answer back!”","book 2"
"The owl fluttered down on top of Hedwig’s cage. Hedwig looked","book 2"
"coldly up at it, as though daring it to try and come any closer.","book 2"
"Harry seized his eagle-feather quill once more, grabbed a fresh","book 2"
"piece of parchment, and wrote:","book 2"
"Ron, it’s all okay, the Muggles say I can come. See you five","book 2"
"o’clock tomorrow. Can’t wait.","book 2"
"He folded this note up very small, and with immense difficulty,","book 2"
"tied it to the tiny owl’s leg as it hopped on the spot with excitement.","book 2"
"The moment the note was secure, the owl was off again; it","book 2"
"zoomed out of the window and out of sight.","book 2"
"Harry turned to Hedwig.","book 2"
"“Feeling up to a long journey?” he asked her.","book 2"
"Hedwig hooted in a dignified sort of a way.","book 2"
"“Can you take this to Sirius for me?” he said, picking up his letter.","book 2"
"“Hang on . . . I just want to finish it.”","book 2"
"He unfolded the parchment and hastily added a postscript.","book 2"
"If you want to contact me, I’ll be at my friend Ron Weasley’s for","book 2"
"the rest of the summer. His dad’s got us tickets for the Quidditch","book 2"
"World Cup!","book 2"
"The letter finished, he tied it to Hedwig’s leg; she kept unusually","book 2"
"still, as though determined to show him how a real post owl should","book 2"
"behave.","book 2"
"“I’ll be at Ron’s when you get back, all right?” Harry told her.","book 2"
"She nipped his finger affectionately, then, with a soft swooshing","book 2"
"noise, spread her enormous wings and soared out of the open","book 2"
"window.","book 2"
"Harry watched her out of sight, then crawled under his bed,","book 2"
"wrenched up the loose floorboard, and pulled out a large chunk of","book 2"
"birthday cake. He sat there on the floor eating it, savoring the happiness","book 2"
"that was flooding through him. He had cake, and Dudley","book 2"
"had nothing but grapefruit; it was a bright summer’s day, he would","book 2"
"be leaving Privet Drive tomorrow, his scar felt perfectly normal","book 2"
"again, and he was going to watch the Quidditch World Cup. It was","book 2"
"hard, just now, to feel worried about anything — even Lord","book 2"
"Voldemort.","book 2"
"BACK TO THE BURROW","book 2"
"By twelve o’clock the next day, Harry’s school trunk was packed","book 2"
"with his school things and all his most prized possessions —","book 2"
"the Invisibility Cloak he had inherited from his father, the broomstick","book 2"
"he had gotten from Sirius, the enchanted map of Hogwarts he","book 2"
"had been given by Fred and George Weasley last year. He had emptied","book 2"
"his hiding place under the loose floorboard of all food, doublechecked","book 2"
"every nook and cranny of his bedroom for forgotten","book 2"
"spellbooks or quills, and taken down the chart on the wall counting","book 2"
"down the days to September the first, on which he liked to","book 2"
"cross off the days remaining until his return to Hogwarts.","book 2"
"The atmosphere inside number four, Privet Drive was extremely","book 2"
"tense. The imminent arrival at their house of an assortment of wizards","book 2"
"was making the Dursleys uptight and irritable. Uncle Vernon","book 2"
"had looked downright alarmed when Harry informed him that the","book 2"
"Weasleys would be arriving at five o’clock the very next day.","book 2"
"“I hope you told them to dress properly, these people,” he","book 2"
"snarled at once. “I’ve seen the sort of stuff your lot wear. They’d","book 2"
"better have the decency to put on normal clothes, that’s all.”","book 2"
"Harry felt a slight sense of foreboding. He had rarely seen Mr. or","book 2"
"Mrs. Weasley wearing anything that the Dursleys would call “normal.”","book 2"
"Their children might don Muggle clothing during the holidays,","book 2"
"but Mr. and Mrs. Weasley usually wore long robes in varying","book 2"
"states of shabbiness. Harry wasn’t bothered about what the neighbors","book 2"
"would think, but he was anxious about how rude the Dursleys","book 2"
"might be to the Weasleys if they turned up looking like their worst","book 2"
"idea of wizards.","book 2"
"Uncle Vernon had put on his best suit. To some people, this","book 2"
"might have looked like a gesture of welcome, but Harry knew it","book 2"
"was because Uncle Vernon wanted to look impressive and intimidating.","book 2"
"Dudley, on the other hand, looked somehow diminished.","book 2"
"This was not because the diet was at last taking effect, but due to","book 2"
"fright. Dudley had emerged from his last encounter with a fullygrown","book 2"
"wizard with a curly pig’s tail poking out of the seat of his","book 2"
"trousers, and Aunt Petunia and Uncle Vernon had had to pay for its","book 2"
"removal at a private hospital in London. It wasn’t altogether surprising,","book 2"
"therefore, that Dudley kept running his hand nervously","book 2"
"over his backside, and walking sideways from room to room, so as","book 2"
"not to present the same target to the enemy.","book 2"
"Lunch was an almost silent meal. Dudley didn’t even protest at","book 2"
"the food (cottage cheese and grated celery). Aunt Petunia wasn’t","book 2"
"eating anything at all. Her arms were folded, her lips were pursed,","book 2"
"and she seemed to be chewing her tongue, as though biting back","book 2"
"the furious diatribe she longed to throw at Harry.","book 2"
"“They’ll be driving, of course?” Uncle Vernon barked across the","book 2"
"table.","book 2"
"“Er,” said Harry.","book 2"
"He hadn’t thought of that. How were the Weasleys going to pick","book 2"
"him up? They didn’t have a car anymore; the old Ford Anglia they","book 2"
"had once owned was currently running wild in the Forbidden Forest","book 2"
"at Hogwarts. But Mr. Weasley had borrowed a Ministry of","book 2"
"Magic car last year; possibly he would do the same today?","book 2"
"“I think so,” said Harry.","book 2"
"Uncle Vernon snorted into his mustache. Normally, Uncle Vernon","book 2"
"would have asked what car Mr. Weasley drove; he tended to","book 2"
"judge other men by how big and expensive their cars were. But","book 2"
"Harry doubted whether Uncle Vernon would have taken to Mr.","book 2"
"Weasley even if he drove a Ferrari.","book 2"
"Harry spent most of the afternoon in his bedroom; he couldn’t","book 2"
"stand watching Aunt Petunia peer out through the net curtains","book 2"
"every few seconds, as though there had been a warning about an escaped","book 2"
"rhinoceros. Finally, at a quarter to five, Harry went back","book 2"
"downstairs and into the living room.","book 2"
"Aunt Petunia was compulsively straightening cushions. Uncle","book 2"
"Vernon was pretending to read the paper, but his tiny eyes were not","book 2"
"moving, and Harry was sure he was really listening with all his","book 2"
"might for the sound of an approaching car. Dudley was crammed","book 2"
"into an armchair, his porky hands beneath him, clamped firmly","book 2"
"around his bottom. Harry couldn’t take the tension; he left the","book 2"
"room and went and sat on the stairs in the hall, his eyes on his","book 2"
"watch and his heart pumping fast from excitement and nerves.","book 2"
"But five o’clock came and then went. Uncle Vernon, perspiring","book 2"
"slightly in his suit, opened the front door, peered up and down the","book 2"
"street, then withdrew his head quickly.","book 2"
"“They’re late!” he snarled at Harry.","book 2"
"“I know,” said Harry. “Maybe — er — the traffic’s bad, or","book 2"
"something.”","book 2"
"Ten past five . . . then a quarter past five . . . Harry was starting","book 2"
"to feel anxious himself now. At half past, he heard Uncle Vernon","book 2"
"and Aunt Petunia conversing in terse mutters in the living room.","book 2"
"“No consideration at all.”","book 2"
"“We might’ve had an engagement.”","book 2"
"“Maybe they think they’ll get invited to dinner if they’re late.”","book 2"
"“Well, they most certainly won’t be,” said Uncle Vernon, and","book 2"
"Harry heard him stand up and start pacing the living room.","book 2"
"“They’ll take the boy and go, there’ll be no hanging around. That’s","book 2"
"if they’re coming at all. Probably mistaken the day. I daresay their","book 2"
"kind don’t set much store by punctuality. Either that or they drive","book 2"
"some tin-pot car that’s broken d — AAAAAAAARRRRRGH!”","book 2"
"Harry jumped up. From the other side of the living room door","book 2"
"came the sounds of the three Dursleys scrambling, panic-stricken,","book 2"
"across the room. Next moment Dudley came flying into the hall,","book 2"
"looking terrified.","book 2"
"“What happened?” said Harry. “What’s the matter?”","book 2"
"But Dudley didn’t seem able to speak. Hands still clamped over","book 2"
"his buttocks, he waddled as fast as he could into the kitchen. Harry","book 2"
"hurried into the living room.","book 2"
"Loud hangings and scrapings were coming from behind the","book 2"
"Dursleys’ boarded-up fireplace, which had a fake coal fire plugged","book 2"
"in front of it.","book 2"
"“What is it?” gasped Aunt Petunia, who had backed into the wall","book 2"
"and was staring, terrified, toward the fire. “What is it, Vernon?”","book 2"
"But they were left in doubt barely a second longer. Voices could","book 2"
"be heard from inside the blocked fireplace.","book 2"
"“Ouch! Fred, no — go back, go back, there’s been some kind of","book 2"
"mistake — tell George not to — OUCH! George, no, there’s no","book 2"
"room, go back quickly and tell Ron —”","book 2"
"“Maybe Harry can hear us, Dad — maybe he’ll be able to let us","book 2"
"out —”","book 2"
"There was a loud hammering of fists on the boards behind the","book 2"
"electric fire.","book 2"
"“Harry? Harry, can you hear us?”","book 2"
"The Dursleys rounded on Harry like a pair of angry wolverines.","book 2"
"“What is this?” growled Uncle Vernon. “What’s going on?”","book 2"
"“They — they’ve tried to get here by Floo powder,” said Harry,","book 2"
"fighting a mad desire to laugh. “They can travel by fire — only","book 2"
"you’ve blocked the fireplace — hang on —”","book 2"
"He approached the fireplace and called through the boards.","book 2"
"“Mr. Weasley? Can you hear me?”","book 2"
"The hammering stopped. Somebody inside the chimney piece","book 2"
"said, “Shh!”","book 2"
"“Mr. Weasley, it’s Harry . . . the fireplace has been blocked up.","book 2"
"You won’t be able to get through there.”","book 2"
"“Damn!” said Mr. Weasley’s voice. “What on earth did they","book 2"
"want to block up the fireplace for?”","book 2"
"“They’ve got an electric fire,” Harry explained.","book 2"
"“Really?” said Mr. Weasley’s voice excitedly. “Eclectic, you say?","book 2"
"With a plug? Gracious, I must see that. . . . Let’s think . . . ouch,","book 2"
"Ron!”","book 2"
"Ron’s voice now joined the others’.","book 2"
"“What are we doing here? Has something gone wrong?”","book 2"
"“Oh no, Ron,” came Fred’s voice, very sarcastically. “No, this is","book 2"
"exactly where we wanted to end up.”","book 2"
"“Yeah, we’re having the time of our lives here,” said George,","book 2"
"whose voice sounded muffled, as though he was squashed against","book 2"
"the wall.","book 2"
"“Boys, boys . . .” said Mr. Weasley vaguely. “I’m trying to think","book 2"
"what to do. . . . Yes . . . only way . . . Stand back, Harry.”","book 2"
"Harry retreated to the sofa. Uncle Vernon, however, moved","book 2"
"forward.","book 2"
"“Wait a moment!” he bellowed at the fire. “What exactly are you","book 2"
"going to —”","book 2"
"BANG.","book 2"
"The electric fire shot across the room as the boarded-up fireplace","book 2"
"burst outward, expelling Mr. Weasley, Fred, George, and Ron in a","book 2"
"cloud of rubble and loose chippings. Aunt Petunia shrieked and fell","book 2"
"backward over the coffee table; Uncle Vernon caught her before she","book 2"
"hit the floor, and gaped, speechless, at the Weasleys, all of whom","book 2"
"had bright red hair, including Fred and George, who were identical","book 2"
"to the last freckle.","book 2"
"“That’s better,” panted Mr. Weasley, brushing dust from his long","book 2"
"green robes and straightening his glasses. “Ah — you must be","book 2"
"Harry’s aunt and uncle!”","book 2"
"Tall, thin, and balding, he moved toward Uncle Vernon, his","book 2"
"hand outstretched, but Uncle Vernon backed away several paces,","book 2"
"dragging Aunt Petunia. Words utterly failed Uncle Vernon. His","book 2"
"best suit was covered in white dust, which had settled in his hair","book 2"
"and mustache and made him look as though he had just aged thirty","book 2"
"years.","book 2"
"“Er — yes — sorry about that,” said Mr. Weasley, lowering his","book 2"
"hand and looking over his shoulder at the blasted fireplace. “It’s all","book 2"
"my fault. It just didn’t occur to me that we wouldn’t be able to get","book 2"
"out at the other end. I had your fireplace connected to the Floo","book 2"
"Network, you see — just for an afternoon, you know, so we could","book 2"
"get Harry. Muggle fireplaces aren’t supposed to be connected,","book 2"
"strictly speaking — but I’ve got a useful contact at the Floo Regulation","book 2"
"Panel and he fixed it for me. I can put it right in a jiffy,","book 2"
"though, don’t worry. I’ll light a fire to send the boys back, and then","book 2"
"I can repair your fireplace before I Disapparate.”","book 2"
"Harry was ready to bet that the Dursleys hadn’t understood a","book 2"
"single word of this. They were still gaping at Mr. Weasley, thunderstruck.","book 2"
"Aunt Petunia staggered upright again and hid behind","book 2"
"Uncle Vernon.","book 2"
"“Hello, Harry!” said Mr. Weasley brightly. “Got your trunk","book 2"
"ready?”","book 2"
"“It’s upstairs,” said Harry, grinning back.","book 2"
"“We’ll get it,” said Fred at once. Winking at Harry, he and","book 2"
"George left the room. They knew where Harry’s bedroom was, having","book 2"
"once rescued him from it in the dead of night. Harry suspected","book 2"
"that Fred and George were hoping for a glimpse of Dudley; they","book 2"
"had heard a lot about him from Harry.","book 2"
"“Well,” said Mr. Weasley, swinging his arms slightly, while he","book 2"
"tried to find words to break the very nasty silence. “Very — erm —","book 2"
"very nice place you’ve got here.”","book 2"
"As the usually spotless living room was now covered in dust and","book 2"
"bits of brick, this remark didn’t go down too well with the Dursleys.","book 2"
"Uncle Vernon’s face purpled once more, and Aunt Petunia","book 2"
"started chewing her tongue again. However, they seemed too","book 2"
"scared to actually say anything.","book 2"
"Mr. Weasley was looking around. He loved everything to do","book 2"
"with Muggles. Harry could see him itching to go and examine the","book 2"
"television and the video recorder.","book 2"
"“They run off eckeltricity, do they?” he said knowledgeably. “Ah","book 2"
"yes, I can see the plugs. I collect plugs,” he added to Uncle Vernon.","book 2"
"“And batteries. Got a very large collection of batteries. My wife","book 2"
"thinks I’m mad, but there you are.”","book 2"
"Uncle Vernon clearly thought Mr. Weasley was mad too. He","book 2"
"moved ever so slightly to the right, screening Aunt Petunia from","book 2"
"view, as though he thought Mr. Weasley might suddenly run at","book 2"
"them and attack.","book 2"
"Dudley suddenly reappeared in the room. Harry could hear the","book 2"
"clunk of his trunk on the stairs, and knew that the sounds had","book 2"
"scared Dudley out of the kitchen. Dudley edged along the wall,","book 2"
"gazing at Mr. Weasley with terrified eyes, and attempted to conceal","book 2"
"himself behind his mother and father. Unfortunately, Uncle Vernon’s","book 2"
"bulk, while sufficient to hide bony Aunt Petunia, was","book 2"
"nowhere near enough to conceal Dudley.","book 2"
"“Ah, this is your cousin, is it, Harry?” said Mr. Weasley, taking","book 2"
"another brave stab at making conversation.","book 2"
"“Yep,” said Harry, “that’s Dudley.”","book 2"
"He and Ron exchanged glances and then quickly looked away","book 2"
"from each other; the temptation to burst out laughing was almost","book 2"
"overwhelming. Dudley was still clutching his bottom as though","book 2"
"afraid it might fall off. Mr. Weasley, however, seemed genuinely","book 2"
