"V1","text"
"And this brave fellow too, we are the grains:","book 5"
"You are the musty chaff; and you are smelt","book 5"
"Above the moon: we must be burnt for you.","book 5"
"SICINIUS:","book 5"
"Nay, pray, be patient: if you refuse your aid","book 5"
"In this so never-needed help, yet do not","book 5"
"Upbraid's with our distress. But, sure, if you","book 5"
"Would be your country's pleader, your good tongue,","book 5"
"More than the instant army we can make,","book 5"
"Might stop our countryman.","book 5"
"MENENIUS:","book 5"
"No, I'll not meddle.","book 5"
"SICINIUS:","book 5"
"Pray you, go to him.","book 5"
"MENENIUS:","book 5"
"What should I do?","book 5"
"BRUTUS:","book 5"
"Only make trial what your love can do","book 5"
"For Rome, towards Marcius.","book 5"
"MENENIUS:","book 5"
"Well, and say that Marcius","book 5"
"Return me, as Cominius is return'd,","book 5"
"Unheard; what then?","book 5"
"But as a discontented friend, grief-shot","book 5"
"With his unkindness? say't be so?","book 5"
"SICINIUS:","book 5"
"Yet your good will","book 5"
"must have that thanks from Rome, after the measure","book 5"
"As you intended well.","book 5"
"MENENIUS:","book 5"
"I'll undertake 't:","book 5"
"I think he'll hear me. Yet, to bite his lip","book 5"
"And hum at good Cominius, much unhearts me.","book 5"
"He was not taken well; he had not dined:","book 5"
"The veins unfill'd, our blood is cold, and then","book 5"
"We pout upon the morning, are unapt","book 5"
"To give or to forgive; but when we have stuff'd","book 5"
"These and these conveyances of our blood","book 5"
"With wine and feeding, we have suppler souls","book 5"
"Than in our priest-like fasts: therefore I'll watch him","book 5"
"Till he be dieted to my request,","book 5"
"And then I'll set upon him.","book 5"
"BRUTUS:","book 5"
"You know the very road into his kindness,","book 5"
"And cannot lose your way.","book 5"
"MENENIUS:","book 5"
"Good faith, I'll prove him,","book 5"
"Speed how it will. I shall ere long have knowledge","book 5"
"Of my success.","book 5"
"COMINIUS:","book 5"
"He'll never hear him.","book 5"
"SICINIUS:","book 5"
"Not?","book 5"
"COMINIUS:","book 5"
"I tell you, he does sit in gold, his eye","book 5"
"Red as 'twould burn Rome; and his injury","book 5"
"The gaoler to his pity. I kneel'd before him;","book 5"
"'Twas very faintly he said 'Rise;' dismiss'd me","book 5"
"Thus, with his speechless hand: what he would do,","book 5"
"He sent in writing after me; what he would not,","book 5"
"Bound with an oath to yield to his conditions:","book 5"
"So that all hope is vain.","book 5"
"Unless his noble mother, and his wife;","book 5"
"Who, as I hear, mean to solicit him","book 5"
"For mercy to his country. Therefore, let's hence,","book 5"
"And with our fair entreaties haste them on.","book 5"
"First Senator:","book 5"
"Stay: whence are you?","book 5"
"Second Senator:","book 5"
"Stand, and go back.","book 5"
"MENENIUS:","book 5"
"You guard like men; 'tis well: but, by your leave,","book 5"
"I am an officer of state, and come","book 5"
"To speak with Coriolanus.","book 5"
"First Senator:","book 5"
"From whence?","book 5"
"MENENIUS:","book 5"
"From Rome.","book 5"
"First Senator:","book 5"
"You may not pass, you must return: our general","book 5"
"Will no more hear from thence.","book 5"
"Second Senator:","book 5"
"You'll see your Rome embraced with fire before","book 5"
"You'll speak with Coriolanus.","book 5"
"MENENIUS:","book 5"
"Good my friends,","book 5"
"If you have heard your general talk of Rome,","book 5"
"And of his friends there, it is lots to blanks,","book 5"
"My name hath touch'd your ears it is Menenius.","book 5"
"First Senator:","book 5"
"Be it so; go back: the virtue of your name","book 5"
"Is not here passable.","book 5"
"MENENIUS:","book 5"
"I tell thee, fellow,","book 5"
"The general is my lover: I have been","book 5"
"The book of his good acts, whence men have read","book 5"
"His name unparallel'd, haply amplified;","book 5"
"For I have ever verified my friends,","book 5"
"Of whom he's chief, with all the size that verity","book 5"
"Would without lapsing suffer: nay, sometimes,","book 5"
"Like to a bowl upon a subtle ground,","book 5"
"I have tumbled past the throw; and in his praise","book 5"
"Have almost stamp'd the leasing: therefore, fellow,","book 5"
"I must have leave to pass.","book 5"
"First Senator:","book 5"
"Faith, sir, if you had told as many lies in his","book 5"
"behalf as you have uttered words in your own, you","book 5"
"should not pass here; no, though it were as virtuous","book 5"
"to lie as to live chastely. Therefore, go back.","book 5"
"MENENIUS:","book 5"
"Prithee, fellow, remember my name is Menenius,","book 5"
"always factionary on the party of your general.","book 5"
"Second Senator:","book 5"
"Howsoever you have been his liar, as you say you","book 5"
"have, I am one that, telling true under him, must","book 5"
"say, you cannot pass. Therefore, go back.","book 5"
"MENENIUS:","book 5"
"Has he dined, canst thou tell? for I would not","book 5"
"speak with him till after dinner.","book 5"
"First Senator:","book 5"
"You are a Roman, are you?","book 5"
"MENENIUS:","book 5"
"I am, as thy general is.","book 5"
"First Senator:","book 5"
"Then you should hate Rome, as he does. Can you,","book 5"
"when you have pushed out your gates the very","book 5"
"defender of them, and, in a violent popular","book 5"
"ignorance, given your enemy your shield, think to","book 5"
"front his revenges with the easy groans of old","book 5"
"women, the virginal palms of your daughters, or with","book 5"
"the palsied intercession of such a decayed dotant as","book 5"
"you seem to be? Can you think to blow out the","book 5"
"intended fire your city is ready to flame in, with","book 5"
"such weak breath as this? No, you are deceived;","book 5"
"therefore, back to Rome, and prepare for your","book 5"
"execution: you are condemned, our general has sworn","book 5"
"you out of reprieve and pardon.","book 5"
"MENENIUS:","book 5"
"Sirrah, if thy captain knew I were here, he would","book 5"
"use me with estimation.","book 5"
"Second Senator:","book 5"
"Come, my captain knows you not.","book 5"
"MENENIUS:","book 5"
"I mean, thy general.","book 5"
"First Senator:","book 5"
"My general cares not for you. Back, I say, go; lest","book 5"
"I let forth your half-pint of blood; back,--that's","book 5"
"the utmost of your having: back.","book 5"
"MENENIUS:","book 5"
"Nay, but, fellow, fellow,--","book 5"
"CORIOLANUS:","book 5"
"What's the matter?","book 5"
"MENENIUS:","book 5"
"Now, you companion, I'll say an errand for you:","book 5"
"You shall know now that I am in estimation; you shall","book 5"
"perceive that a Jack guardant cannot office me from","book 5"
"my son Coriolanus: guess, but by my entertainment","book 5"
"with him, if thou standest not i' the state of","book 5"
"hanging, or of some death more long in","book 5"
"spectatorship, and crueller in suffering; behold now","book 5"
"presently, and swoon for what's to come upon thee.","book 5"
"The glorious gods sit in hourly synod about thy","book 5"
"particular prosperity, and love thee no worse than","book 5"
"thy old father Menenius does! O my son, my son!","book 5"
"thou art preparing fire for us; look thee, here's","book 5"
"water to quench it. I was hardly moved to come to","book 5"
"thee; but being assured none but myself could move","book 5"
"thee, I have been blown out of your gates with","book 5"
"sighs; and conjure thee to pardon Rome, and thy","book 5"
"petitionary countrymen. The good gods assuage thy","book 5"
"wrath, and turn the dregs of it upon this varlet","book 5"
"here,--this, who, like a block, hath denied my","book 5"
"access to thee.","book 5"
"CORIOLANUS:","book 5"
"Away!","book 5"
"MENENIUS:","book 5"
"How! away!","book 5"
"CORIOLANUS:","book 5"
"Wife, mother, child, I know not. My affairs","book 5"
"Are servanted to others: though I owe","book 5"
"My revenge properly, my remission lies","book 5"
"In Volscian breasts. That we have been familiar,","book 5"
"Ingrate forgetfulness shall poison, rather","book 5"
"Than pity note how much. Therefore, be gone.","book 5"
"Mine ears against your suits are stronger than","book 5"
"Your gates against my force. Yet, for I loved thee,","book 5"
"Take this along; I writ it for thy sake","book 5"
"And would have rent it. Another word, Menenius,","book 5"
"I will not hear thee speak. This man, Aufidius,","book 5"
"Was my beloved in Rome: yet thou behold'st!","book 5"
"AUFIDIUS:","book 5"
"You keep a constant temper.","book 5"
"First Senator:","book 5"
"Now, sir, is your name Menenius?","book 5"
"Second Senator:","book 5"
"'Tis a spell, you see, of much power: you know the","book 5"
"way home again.","book 5"
"First Senator:","book 5"
"Do you hear how we are shent for keeping your","book 5"
"greatness back?","book 5"
"Second Senator:","book 5"
"What cause, do you think, I have to swoon?","book 5"
"MENENIUS:","book 5"
"I neither care for the world nor your general: for","book 5"
"such things as you, I can scarce think there's any,","book 5"
"ye're so slight. He that hath a will to die by","book 5"
"himself fears it not from another: let your general","book 5"
"do his worst. For you, be that you are, long; and","book 5"
"your misery increase with your age! I say to you,","book 5"
"as I was said to, Away!","book 5"
"First Senator:","book 5"
"A noble fellow, I warrant him.","book 5"
"Second Senator:","book 5"
"The worthy fellow is our general: he's the rock, the","book 5"
"oak not to be wind-shaken.","book 5"
"CORIOLANUS:","book 5"
"We will before the walls of Rome tomorrow","book 5"
"Set down our host. My partner in this action,","book 5"
"You must report to the Volscian lords, how plainly","book 5"
"I have borne this business.","book 5"
"AUFIDIUS:","book 5"
"Only their ends","book 5"
"You have respected; stopp'd your ears against","book 5"
"The general suit of Rome; never admitted","book 5"
"A private whisper, no, not with such friends","book 5"
"That thought them sure of you.","book 5"
"CORIOLANUS:","book 5"
"This last old man,","book 5"
"Whom with a crack'd heart I have sent to Rome,","book 5"
"Loved me above the measure of a father;","book 5"
"Nay, godded me, indeed. Their latest refuge","book 5"
"Was to send him; for whose old love I have,","book 5"
"Though I show'd sourly to him, once more offer'd","book 5"
"The first conditions, which they did refuse","book 5"
"And cannot now accept; to grace him only","book 5"
"That thought he could do more, a very little","book 5"
"I have yielded to: fresh embassies and suits,","book 5"
"Nor from the state nor private friends, hereafter","book 5"
"Will I lend ear to. Ha! what shout is this?","book 5"
"Shall I be tempted to infringe my vow","book 5"
"In the same time 'tis made? I will not.","book 5"
"My wife comes foremost; then the honour'd mould","book 5"
"Wherein this trunk was framed, and in her hand","book 5"
"The grandchild to her blood. But, out, affection!","book 5"
"All bond and privilege of nature, break!","book 5"
"Let it be virtuous to be obstinate.","book 5"
"What is that curt'sy worth? or those doves' eyes,","book 5"
"Which can make gods forsworn? I melt, and am not","book 5"
"Of stronger earth than others. My mother bows;","book 5"
"As if Olympus to a molehill should","book 5"
"In supplication nod: and my young boy","book 5"
"Hath an aspect of intercession, which","book 5"
"Great nature cries 'Deny not.' let the Volsces","book 5"
"Plough Rome and harrow Italy: I'll never","book 5"
"Be such a gosling to obey instinct, but stand,","book 5"
"As if a man were author of himself","book 5"
"And knew no other kin.","book 5"
"VIRGILIA:","book 5"
"My lord and husband!","book 5"
"CORIOLANUS:","book 5"
"These eyes are not the same I wore in Rome.","book 5"
"VIRGILIA:","book 5"
"The sorrow that delivers us thus changed","book 5"
"Makes you think so.","book 5"
"CORIOLANUS:","book 5"
"Like a dull actor now,","book 5"
"I have forgot my part, and I am out,","book 5"
"Even to a full disgrace. Best of my flesh,","book 5"
"Forgive my tyranny; but do not say","book 5"
"For that 'Forgive our Romans.' O, a kiss","book 5"
"Long as my exile, sweet as my revenge!","book 5"
"Now, by the jealous queen of heaven, that kiss","book 5"
"I carried from thee, dear; and my true lip","book 5"
"Hath virgin'd it e'er since. You gods! I prate,","book 5"
"And the most noble mother of the world","book 5"
"Leave unsaluted: sink, my knee, i' the earth;","book 5"
"Of thy deep duty more impression show","book 5"
"Than that of common sons.","book 5"
"VOLUMNIA:","book 5"
"O, stand up blest!","book 5"
"Whilst, with no softer cushion than the flint,","book 5"
"I kneel before thee; and unproperly","book 5"
"Show duty, as mistaken all this while","book 5"
"Between the child and parent.","book 5"
"CORIOLANUS:","book 5"
"What is this?","book 5"
"Your knees to me? to your corrected son?","book 5"
"Then let the pebbles on the hungry beach","book 5"
"Fillip the stars; then let the mutinous winds","book 5"
"Strike the proud cedars 'gainst the fiery sun;","book 5"
"Murdering impossibility, to make","book 5"
"What cannot be, slight work.","book 5"
"VOLUMNIA:","book 5"
"Thou art my warrior;","book 5"
"I holp to frame thee. Do you know this lady?","book 5"
"CORIOLANUS:","book 5"
"The noble sister of Publicola,","book 5"
"The moon of Rome, chaste as the icicle","book 5"
"That's curdied by the frost from purest snow","book 5"
"And hangs on Dian's temple: dear Valeria!","book 5"
"VOLUMNIA:","book 5"
"This is a poor epitome of yours,","book 5"
"Which by the interpretation of full time","book 5"
"May show like all yourself.","book 5"
"CORIOLANUS:","book 5"
"The god of soldiers,","book 5"
"With the consent of supreme Jove, inform","book 5"
"Thy thoughts with nobleness; that thou mayst prove","book 5"
"To shame unvulnerable, and stick i' the wars","book 5"
"Like a great sea-mark, standing every flaw,","book 5"
"And saving those that eye thee!","book 5"
"VOLUMNIA:","book 5"
"Your knee, sirrah.","book 5"
"CORIOLANUS:","book 5"
"That's my brave boy!","book 5"
"VOLUMNIA:","book 5"
"Even he, your wife, this lady, and myself,","book 5"
"Are suitors to you.","book 5"
"CORIOLANUS:","book 5"
"I beseech you, peace:","book 5"
"Or, if you'ld ask, remember this before:","book 5"
"The thing I have forsworn to grant may never","book 5"
"Be held by you denials. Do not bid me","book 5"
"Dismiss my soldiers, or capitulate","book 5"
"Again with Rome's mechanics: tell me not","book 5"
"Wherein I seem unnatural: desire not","book 5"
"To ally my rages and revenges with","book 5"
"Your colder reasons.","book 5"
"VOLUMNIA:","book 5"
"O, no more, no more!","book 5"
"You have said you will not grant us any thing;","book 5"
"For we have nothing else to ask, but that","book 5"
"Which you deny already: yet we will ask;","book 5"
"That, if you fail in our request, the blame","book 5"
"May hang upon your hardness: therefore hear us.","book 5"
"CORIOLANUS:","book 5"
"Aufidius, and you Volsces, mark; for we'll","book 5"
"Hear nought from Rome in private. Your request?","book 5"
"VOLUMNIA:","book 5"
"Should we be silent and not speak, our raiment","book 5"
"And state of bodies would bewray what life","book 5"
"We have led since thy exile. Think with thyself","book 5"
"How more unfortunate than all living women","book 5"
"Are we come hither: since that thy sight,","book 5"
"which should","book 5"
"Make our eyes flow with joy, hearts dance","book 5"
"with comforts,","book 5"
"Constrains them weep and shake with fear and sorrow;","book 5"
"Making the mother, wife and child to see","book 5"
"The son, the husband and the father tearing","book 5"
"His country's bowels out. And to poor we","book 5"
"Thine enmity's most capital: thou barr'st us","book 5"
"Our prayers to the gods, which is a comfort","book 5"
"That all but we enjoy; for how can we,","book 5"
"Alas, how can we for our country pray.","book 5"
"Whereto we are bound, together with thy victory,","book 5"
"Whereto we are bound? alack, or we must lose","book 5"
"The country, our dear nurse, or else thy person,","book 5"
"Our comfort in the country. We must find","book 5"
"An evident calamity, though we had","book 5"
"Our wish, which side should win: for either thou","book 5"
"Must, as a foreign recreant, be led","book 5"
"With manacles thorough our streets, or else","book 5"
"triumphantly tread on thy country's ruin,","book 5"
"And bear the palm for having bravely shed","book 5"
"Thy wife and children's blood. For myself, son,","book 5"
"I purpose not to wait on fortune till","book 5"
"These wars determine: if I cannot persuade thee","book 5"
"Rather to show a noble grace to both parts","book 5"
"Than seek the end of one, thou shalt no sooner","book 5"
"March to assault thy country than to tread--","book 5"
"Trust to't, thou shalt not--on thy mother's womb,","book 5"
"That brought thee to this world.","book 5"
"VIRGILIA:","book 5"
"Ay, and mine,","book 5"
"That brought you forth this boy, to keep your name","book 5"
"Living to time.","book 5"
"Young MARCIUS:","book 5"
"A' shall not tread on me;","book 5"
"I'll run away till I am bigger, but then I'll fight.","book 5"
"CORIOLANUS:","book 5"
"Not of a woman's tenderness to be,","book 5"
"Requires nor child nor woman's face to see.","book 5"
"I have sat too long.","book 5"
"VOLUMNIA:","book 5"
"Nay, go not from us thus.","book 5"
"If it were so that our request did tend","book 5"
"To save the Romans, thereby to destroy","book 5"
"The Volsces whom you serve, you might condemn us,","book 5"
"As poisonous of your honour: no; our suit","book 5"
"Is that you reconcile them: while the Volsces","book 5"
"May say 'This mercy we have show'd;' the Romans,","book 5"
"'This we received;' and each in either side","book 5"
"Give the all-hail to thee and cry 'Be blest","book 5"
"For making up this peace!' Thou know'st, great son,","book 5"
"The end of war's uncertain, but this certain,","book 5"
"That, if thou conquer Rome, the benefit","book 5"
"Which thou shalt thereby reap is such a name,","book 5"
"Whose repetition will be dogg'd with curses;","book 5"
"Whose chronicle thus writ: 'The man was noble,","book 5"
"But with his last attempt he wiped it out;","book 5"
"Destroy'd his country, and his name remains","book 5"
"To the ensuing age abhorr'd.' Speak to me, son:","book 5"
"Thou hast affected the fine strains of honour,","book 5"
"To imitate the graces of the gods;","book 5"
"To tear with thunder the wide cheeks o' the air,","book 5"
"And yet to charge thy sulphur with a bolt","book 5"
"That should but rive an oak. Why dost not speak?","book 5"
"Think'st thou it honourable for a noble man","book 5"
"Still to remember wrongs? Daughter, speak you:","book 5"
"He cares not for your weeping. Speak thou, boy:","book 5"
"Perhaps thy childishness will move him more","book 5"
"Than can our reasons. There's no man in the world","book 5"
"More bound to 's mother; yet here he lets me prate","book 5"
"Like one i' the stocks. Thou hast never in thy life","book 5"
"Show'd thy dear mother any courtesy,","book 5"
"When she, poor hen, fond of no second brood,","book 5"
"Has cluck'd thee to the wars and safely home,","book 5"
"Loaden with honour. Say my request's unjust,","book 5"
"And spurn me back: but if it be not so,","book 5"
"Thou art not honest; and the gods will plague thee,","book 5"
"That thou restrain'st from me the duty which","book 5"
"To a mother's part belongs. He turns away:","book 5"
"Down, ladies; let us shame him with our knees.","book 5"
"To his surname Coriolanus 'longs more pride","book 5"
"Than pity to our prayers. Down: an end;","book 5"
"This is the last: so we will home to Rome,","book 5"
"And die among our neighbours. Nay, behold 's:","book 5"
"This boy, that cannot tell what he would have","book 5"
"But kneels and holds up bands for fellowship,","book 5"
"Does reason our petition with more strength","book 5"
"Than thou hast to deny 't. Come, let us go:","book 5"
"This fellow had a Volscian to his mother;","book 5"
"His wife is in Corioli and his child","book 5"
"Like him by chance. Yet give us our dispatch:","book 5"
"I am hush'd until our city be a-fire,","book 5"
"And then I'll speak a little.","book 5"
"CORIOLANUS:","book 5"
"O mother, mother!","book 5"
"What have you done? Behold, the heavens do ope,","book 5"
"The gods look down, and this unnatural scene","book 5"
"They laugh at. O my mother, mother! O!","book 5"
"You have won a happy victory to Rome;","book 5"
"But, for your son,--believe it, O, believe it,","book 5"
"Most dangerously you have with him prevail'd,","book 5"
"If not most mortal to him. But, let it come.","book 5"
"Aufidius, though I cannot make true wars,","book 5"
"I'll frame convenient peace. Now, good Aufidius,","book 5"
"Were you in my stead, would you have heard","book 5"
"A mother less? or granted less, Aufidius?","book 5"
"AUFIDIUS:","book 5"
"I was moved withal.","book 5"
"CORIOLANUS:","book 5"
"I dare be sworn you were:","book 5"
"And, sir, it is no little thing to make","book 5"
"Mine eyes to sweat compassion. But, good sir,","book 5"
"What peace you'll make, advise me: for my part,","book 5"
"I'll not to Rome, I'll back with you; and pray you,","book 5"
"Stand to me in this cause. O mother! wife!","book 5"
"AUFIDIUS:","book 5"
"CORIOLANUS:","book 5"
"Ay, by and by;","book 5"
"But we will drink together; and you shall bear","book 5"
"A better witness back than words, which we,","book 5"
"On like conditions, will have counter-seal'd.","book 5"
"Come, enter with us. Ladies, you deserve","book 5"
"To have a temple built you: all the swords","book 5"
"In Italy, and her confederate arms,","book 5"
"Could not have made this peace.","book 5"
"MENENIUS:","book 5"
"See you yond coign o' the Capitol, yond","book 5"
"corner-stone?","book 5"
"SICINIUS:","book 5"
"Why, what of that?","book 5"
"MENENIUS:","book 5"
"If it be possible for you to displace it with your","book 5"
"little finger, there is some hope the ladies of","book 5"
"Rome, especially his mother, may prevail with him.","book 5"
"But I say there is no hope in't: our throats are","book 5"
"sentenced and stay upon execution.","book 5"
"SICINIUS:","book 5"
"Is't possible that so short a time can alter the","book 5"
"condition of a man!","book 5"
"MENENIUS:","book 5"
"There is differency between a grub and a butterfly;","book 5"
"yet your butterfly was a grub. This Marcius is grown","book 5"
"from man to dragon: he has wings; he's more than a","book 5"
"creeping thing.","book 5"
"SICINIUS:","book 5"
"He loved his mother dearly.","book 5"
"MENENIUS:","book 5"
"So did he me: and he no more remembers his mother","book 5"
"now than an eight-year-old horse. The tartness","book 5"
"of his face sours ripe grapes: when he walks, he","book 5"
"moves like an engine, and the ground shrinks before","book 5"
"his treading: he is able to pierce a corslet with","book 5"
"his eye; talks like a knell, and his hum is a","book 5"
"battery. He sits in his state, as a thing made for","book 5"
"Alexander. What he bids be done is finished with","book 5"
"his bidding. He wants nothing of a god but eternity","book 5"
"and a heaven to throne in.","book 5"
"SICINIUS:","book 5"
"Yes, mercy, if you report him truly.","book 5"
"MENENIUS:","book 5"
"I paint him in the character. Mark what mercy his","book 5"
"mother shall bring from him: there is no more mercy","book 5"
"in him than there is milk in a male tiger; that","book 5"
"shall our poor city find: and all this is long of","book 5"
"you.","book 5"
"SICINIUS:","book 5"
"The gods be good unto us!","book 5"
"MENENIUS:","book 5"
"No, in such a case the gods will not be good unto","book 5"
"us. When we banished him, we respected not them;","book 5"
"and, he returning to break our necks, they respect not us.","book 5"
"Messenger:","book 5"
"Sir, if you'ld save your life, fly to your house:","book 5"
"The plebeians have got your fellow-tribune","book 5"
"And hale him up and down, all swearing, if","book 5"
"The Roman ladies bring not comfort home,","book 5"
"They'll give him death by inches.","book 5"
"SICINIUS:","book 5"
"What's the news?","book 5"
"Second Messenger:","book 5"
"Good news, good news; the ladies have prevail'd,","book 5"
"The Volscians are dislodged, and Marcius gone:","book 5"
"A merrier day did never yet greet Rome,","book 5"
"No, not the expulsion of the Tarquins.","book 5"
"SICINIUS:","book 5"
"Friend,","book 5"
"Art thou certain this is true? is it most certain?","book 5"
"Second Messenger:","book 5"
"As certain as I know the sun is fire:","book 5"
"Where have you lurk'd, that you make doubt of it?","book 5"
"Ne'er through an arch so hurried the blown tide,","book 5"
"As the recomforted through the gates. Why, hark you!","book 5"
"The trumpets, sackbuts, psalteries and fifes,","book 5"
"Tabours and cymbals and the shouting Romans,","book 5"
"Make the sun dance. Hark you!","book 5"
"MENENIUS:","book 5"
"This is good news:","book 5"
"I will go meet the ladies. This Volumnia","book 5"
"Is worth of consuls, senators, patricians,","book 5"
"A city full; of tribunes, such as you,","book 5"
"A sea and land full. You have pray'd well to-day:","book 5"
"This morning for ten thousand of your throats","book 5"
"I'd not have given a doit. Hark, how they joy!","book 5"
"SICINIUS:","book 5"
"First, the gods bless you for your tidings; next,","book 5"
"Accept my thankfulness.","book 5"
"Second Messenger:","book 5"
"Sir, we have all","book 5"
"Great cause to give great thanks.","book 5"
"SICINIUS:","book 5"
"They are near the city?","book 5"
"Second Messenger:","book 5"
"Almost at point to enter.","book 5"
"SICINIUS:","book 5"
"We will meet them,","book 5"
"And help the joy.","book 5"
"First Senator:","book 5"
"Behold our patroness, the life of Rome!","book 5"
"Call all your tribes together, praise the gods,","book 5"
"And make triumphant fires; strew flowers before them:","book 5"
"Unshout the noise that banish'd Marcius,","book 5"
"Repeal him with the welcome of his mother;","book 5"
"Cry 'Welcome, ladies, welcome!'","book 5"
"All:","book 5"
"Welcome, ladies, Welcome!","book 5"
"AUFIDIUS:","book 5"
"Go tell the lords o' the city I am here:","book 5"
"Deliver them this paper: having read it,","book 5"
"Bid them repair to the market place; where I,","book 5"
"Even in theirs and in the commons' ears,","book 5"
"Will vouch the truth of it. Him I accuse","book 5"
"The city ports by this hath enter'd and","book 5"
"Intends to appear before the people, hoping","book 5"
"To purge herself with words: dispatch.","book 5"
"Most welcome!","book 5"
"First Conspirator:","book 5"
"How is it with our general?","book 5"
"AUFIDIUS:","book 5"
"Even so","book 5"
"As with a man by his own alms empoison'd,","book 5"
"And with his charity slain.","book 5"
"Second Conspirator:","book 5"
"Most noble sir,","book 5"
"If you do hold the same intent wherein","book 5"
"You wish'd us parties, we'll deliver you","book 5"
"Of your great danger.","book 5"
"AUFIDIUS:","book 5"
"Sir, I cannot tell:","book 5"
"We must proceed as we do find the people.","book 5"
"Third Conspirator:","book 5"
"The people will remain uncertain whilst","book 5"
"'Twixt you there's difference; but the fall of either","book 5"
"Makes the survivor heir of all.","book 5"
"AUFIDIUS:","book 5"
"I know it;","book 5"
"And my pretext to strike at him admits","book 5"
"A good construction. I raised him, and I pawn'd","book 5"
"Mine honour for his truth: who being so heighten'd,","book 5"
"He water'd his new plants with dews of flattery,","book 5"
"Seducing so my friends; and, to this end,","book 5"
"He bow'd his nature, never known before","book 5"
"But to be rough, unswayable and free.","book 5"
"Third Conspirator:","book 5"
"Sir, his stoutness","book 5"
"When he did stand for consul, which he lost","book 5"
"By lack of stooping,--","book 5"
"AUFIDIUS:","book 5"
"That I would have spoke of:","book 5"
"Being banish'd for't, he came unto my hearth;","book 5"
"Presented to my knife his throat: I took him;","book 5"
"Made him joint-servant with me; gave him way","book 5"
"In all his own desires; nay, let him choose","book 5"
"Out of my files, his projects to accomplish,","book 5"
"My best and freshest men; served his designments","book 5"
"In mine own person; holp to reap the fame","book 5"
"Which he did end all his; and took some pride","book 5"
"To do myself this wrong: till, at the last,","book 5"
"I seem'd his follower, not partner, and","book 5"
"He waged me with his countenance, as if","book 5"
"I had been mercenary.","book 5"
"First Conspirator:","book 5"
"So he did, my lord:","book 5"
"The army marvell'd at it, and, in the last,","book 5"
"When he had carried Rome and that we look'd","book 5"
"For no less spoil than glory,--","book 5"
"AUFIDIUS:","book 5"
"There was it:","book 5"
"For which my sinews shall be stretch'd upon him.","book 5"
"At a few drops of women's rheum, which are","book 5"
"As cheap as lies, he sold the blood and labour","book 5"
"Of our great action: therefore shall he die,","book 5"
"And I'll renew me in his fall. But, hark!","book 5"
"First Conspirator:","book 5"
"Your native town you enter'd like a post,","book 5"
"And had no welcomes home: but he returns,","book 5"
"Splitting the air with noise.","book 5"
"Second Conspirator:","book 5"
"And patient fools,","book 5"
"Whose children he hath slain, their base throats tear","book 5"
"With giving him glory.","book 5"
"Third Conspirator:","book 5"
"Therefore, at your vantage,","book 5"
"Ere he express himself, or move the people","book 5"
"With what he would say, let him feel your sword,","book 5"
"Which we will second. When he lies along,","book 5"
"After your way his tale pronounced shall bury","book 5"
"His reasons with his body.","book 5"
"AUFIDIUS:","book 5"
"Say no more:","book 5"
"Here come the lords.","book 5"
"All The Lords:","book 5"
"You are most welcome home.","book 5"
"AUFIDIUS:","book 5"
"I have not deserved it.","book 5"
"But, worthy lords, have you with heed perused","book 5"
"What I have written to you?","book 5"
"Lords:","book 5"
"We have.","book 5"
"First Lord:","book 5"
"And grieve to hear't.","book 5"
"What faults he made before the last, I think","book 5"
"Might have found easy fines: but there to end","book 5"
"Where he was to begin and give away","book 5"
"The benefit of our levies, answering us","book 5"
"With our own charge, making a treaty where","book 5"
"There was a yielding,--this admits no excuse.","book 5"
"AUFIDIUS:","book 5"
"He approaches: you shall hear him.","book 5"
"CORIOLANUS:","book 5"
"Hail, lords! I am return'd your soldier,","book 5"
"No more infected with my country's love","book 5"
"Than when I parted hence, but still subsisting","book 5"
"Under your great command. You are to know","book 5"
"That prosperously I have attempted and","book 5"
"With bloody passage led your wars even to","book 5"
"The gates of Rome. Our spoils we have brought home","book 5"
"Do more than counterpoise a full third part","book 5"
"The charges of the action. We have made peace","book 5"
"With no less honour to the Antiates","book 5"
"Than shame to the Romans: and we here deliver,","book 5"
"Subscribed by the consuls and patricians,","book 5"
"Together with the seal o' the senate, what","book 5"
"We have compounded on.","book 5"
"AUFIDIUS:","book 5"
"Read it not, noble lords;","book 5"
"But tell the traitor, in the high'st degree","book 5"
"He hath abused your powers.","book 5"
"CORIOLANUS:","book 5"
"Traitor! how now!","book 5"
"AUFIDIUS:","book 5"
"Ay, traitor, Marcius!","book 5"
"CORIOLANUS:","book 5"
"Marcius!","book 5"
"AUFIDIUS:","book 5"
"Ay, Marcius, Caius Marcius: dost thou think","book 5"
"I'll grace thee with that robbery, thy stol'n name","book 5"
"Coriolanus in Corioli?","book 5"
"You lords and heads o' the state, perfidiously","book 5"
"He has betray'd your business, and given up,","book 5"
"For certain drops of salt, your city Rome,","book 5"
"I say 'your city,' to his wife and mother;","book 5"
"Breaking his oath and resolution like","book 5"
"A twist of rotten silk, never admitting","book 5"
"Counsel o' the war, but at his nurse's tears","book 5"
"He whined and roar'd away your victory,","book 5"
"That pages blush'd at him and men of heart","book 5"
"Look'd wondering each at other.","book 5"
"CORIOLANUS:","book 5"
"Hear'st thou, Mars?","book 5"
"AUFIDIUS:","book 5"
"Name not the god, thou boy of tears!","book 5"
"CORIOLANUS:","book 5"
"Ha!","book 5"
"AUFIDIUS:","book 5"
